-120,-0.047942,0.01,0;-120,0.0089221,0.01,0;-120,-0.04069,0.01,0;-120,-0.035685,0.01,0;-120,-0.074203,0.01,0;-120,-0.049527,0.01,0;-120,0.039344,0.01,0;-120,0.025704,0.01,0;-120,0.0733,0.01,0;-120,-0.023933,0.01,0;-120,-0.0093939,0.01,0;-120,0.049429,0.01,0;-120,-0.013565,0.01,0;
-120,0.01451,0.01,0;-120,0.024535,0.01,0;-120,0.017079,0.01,0;-120,0.031451,0.01,0;-120,0.028843,0.01,0;-120,0.003558,0.01,0;-120,0.053396,0.01,0;-120,-0.0023998,0.01,0;-120,-0.018817,0.01,0;-120,-0.056721,0.01,0;-120,0.020271,0.01,0;-120,-0.0099011,0.01,0;-120,-0.015127,0.01,0;
-120,0.0004583,0.01,0;-120,0.012045,0.01,0;-120,-0.0016571,0.01,0;-120,-0.070034,0.01,0;-120,-0.066397,0.01,0;-120,-0.030791,0.01,0;-120,0.047151,0.01,0;-120,0.024142,0.01,0;-120,0.010848,0.01,0;-120,-0.036424,0.01,0;-120,-2.6034e-05,0.01,0;-120,-0.011462,0.01,0;-120,0.076991,0.01,0;
-120,-0.0073483,0.01,0;-120,-0.037917,0.01,0;-120,0.013956,0.01,0;-120,-0.045053,0.01,0;-120,0.075682,0.01,0;-120,0.020732,0.01,0;-120,0.020608,0.01,0;-120,-0.086711,0.01,0;-120,0.0046027,0.01,0;-120,-0.00832,0.01,0;-120,-0.02813,0.01,0;-120,0.029132,0.01,0;-120,-0.019811,0.01,0;
-120,-0.051065,0.01,0;-120,-0.056653,0.01,0;-120,-0.079723,0.01,0;-120,0.018961,0.01,0;-120,-0.053906,0.01,0;-120,-0.082314,0.01,0;-120,-0.034037,0.01,0;-120,0.047562,0.01,0;-120,-0.0094491,0.01,0;-120,-0.0036361,0.01,0;-120,-0.037497,0.01,0;-120,-0.014585,0.01,0;-120,-0.12442,0.01,0;
-120,-0.063555,0.01,0;-120,-0.025427,0.01,0;-120,0.012395,0.01,0;-120,-0.060666,0.01,0;-120,0.052263,0.01,0;-120,-0.0183,0.01,0;-120,0.040905,0.01,0;-120,-0.028942,0.01,0;-120,-0.0032039,0.01,0;-120,0.024467,0.01,0;-120,-0.0172,0.01,0;-120,0.041622,0.01,0;-120,0.014538,0.01,0;
-120,0.0067035,0.01,0;-120,-0.037917,0.01,0;-120,-0.056303,0.01,0;-120,0.0080315,0.01,0;-120,-0.05859,0.01,0;-120,-0.027668,0.01,0;-120,0.020608,0.01,0;-120,0.064737,0.01,0;-120,-0.053166,0.01,0;-120,0.0151,0.01,0;-120,-2.6034e-05,0.01,0;-120,-0.064547,0.01,0;-120,-0.077579,0.01,0;
-120,-0.055749,0.01,0;-120,0.015167,0.01,0;-120,0.043621,0.01,0;-120,-0.038808,0.01,0;-120,-0.041416,0.01,0;-120,0.0301,0.01,0;-120,0.00031143,0.01,0;-120,-0.042994,0.01,0;-120,0.057687,0.01,0;-120,0.0088544,0.01,0;-120,-0.018762,0.01,0;-120,0.0041506,0.01,0;-120,0.019222,0.01,0;
-120,0.020755,0.01,0;-120,0.027658,0.01,0;-120,-0.034445,0.01,0;-120,0.017399,0.01,0;-120,-0.035171,0.01,0;-120,0.019171,0.01,0;-120,-0.034037,0.01,0;-120,0.017897,0.01,0;-120,0.0046027,0.01,0;-120,0.0151,0.01,0;-120,-0.012517,0.01,0;-120,-0.00053328,0.01,0;-120,-0.049475,0.01,0;
-120,-0.022961,0.01,0;-120,-0.072266,0.01,0;-120,0.009272,0.01,0;-120,-0.059105,0.01,0;-120,-0.0945,0.01,0;-120,-0.043281,0.01,0;-120,0.019047,0.01,0;-120,-0.094517,0.01,0;-120,0.13575,0.01,0;-120,-0.037985,0.01,0;-120,-0.025007,0.01,0;-120,-0.0020946,0.01,0;-120,0.05201,0.01,0;
-120,0.016071,0.01,0;-120,-0.039479,0.01,0;-120,0.015517,0.01,0;-120,-0.015388,0.01,0;-120,-0.01019,0.01,0;-120,-0.02923,0.01,0;-120,-0.01374,0.01,0;-120,-0.042994,0.01,0;-120,-0.020378,0.01,0;-120,0.019784,0.01,0;-120,0.010903,0.01,0;-120,-0.025514,0.01,0;-120,-0.077579,0.01,0;
-120,-0.051065,0.01,0;-120,-0.037917,0.01,0;-120,0.029569,0.01,0;-120,-0.054421,0.01,0;-120,-0.088255,0.01,0;-120,-0.035475,0.01,0;-120,-0.0012499,0.01,0;-120,0.0054068,0.01,0;-120,0.0733,0.01,0;-120,-0.019249,0.01,0;-120,0.010903,0.01,0;-120,-0.0067785,0.01,0;-120,-0.010443,0.01,0;
-120,0.0082648,0.01,0;-120,-0.0082523,0.01,0;-120,0.076408,0.01,0;-120,0.014277,0.01,0;-120,0.030404,0.01,0;-120,0.028539,0.01,0;-120,-0.0059338,0.01,0;-120,-0.0070837,0.01,0;-120,0.020216,0.01,0;-120,-0.083263,0.01,0;-120,-0.0031486,0.01,0;-120,0.047867,0.01,0;-120,-0.012004,0.01,0;
-120,-0.015155,0.01,0;-120,-0.0020071,0.01,0;-120,-0.031322,0.01,0;-120,-0.04193,0.01,0;-120,-0.11324,0.01,0;-120,-0.082314,0.01,0;-120,0.003434,0.01,0;-120,0.039756,0.01,0;-120,0.040513,0.01,0;-120,0.013538,0.01,0;-120,-0.045304,0.01,0;-120,0.0088346,0.01,0;-120,-0.046353,0.01,0;
-120,0.028562,0.01,0;-120,-0.023865,0.01,0;-120,0.062357,0.01,0;-120,-0.13093,0.01,0;-120,0.028843,0.01,0;-120,-0.012055,0.01,0;-120,0.012802,0.01,0;-120,-0.077343,0.01,0;-120,0.020216,0.01,0;-120,0.052571,0.01,0;-120,-0.045304,0.01,0;-120,-0.013024,0.01,0;-120,-0.013565,0.01,0;
-120,0.0051422,0.01,0;-120,-0.042601,0.01,0;-120,-0.08909,0.01,0;-120,-0.026317,0.01,0;-120,-0.050784,0.01,0;-120,-0.085437,0.01,0;-120,-0.012179,0.01,0;-120,0.047562,0.01,0;-120,-0.017256,0.01,0;-120,0.085359,0.01,0;-120,-0.015639,0.01,0;-120,-0.055179,0.01,0;-120,-0.044792,0.01,0;
-120,-0.043258,0.01,0;-120,-0.058214,0.01,0;-120,0.056111,0.01,0;-120,-0.010704,0.01,0;-120,0.07256,0.01,0;-120,-0.013616,0.01,0;-120,0.061203,0.01,0;-120,-0.12574,0.01,0;-120,0.029584,0.01,0;-120,0.065062,0.01,0;-120,-0.023446,0.01,0;-120,0.038499,0.01,0;-120,0.05201,0.01,0;
-120,0.025439,0.01,0;-120,-0.030111,0.01,0;-120,0.010833,0.01,0;-120,0.048626,0.01,0;-120,0.010107,0.01,0;-120,-0.019862,0.01,0;-120,0.033099,0.01,0;-120,-0.025819,0.01,0;-120,-0.0016425,0.01,0;-120,0.029151,0.01,0;-120,0.023394,0.01,0;-120,-0.041127,0.01,0;-120,-0.021372,0.01,0;
-120,-0.055749,0.01,0;-120,-0.058214,0.01,0;-120,0.013956,0.01,0;-120,-0.054421,0.01,0;-120,0.017914,0.01,0;-120,-0.0042485,0.01,0;-120,0.028415,0.01,0;-120,-0.10857,0.01,0;-120,0.068616,0.01,0;-120,0.02759,0.01,0;-120,-0.054672,0.01,0;-120,-0.0052172,0.01,0;-120,0.066061,0.01,0;
-120,0.017633,0.01,0;-120,-0.084757,0.01,0;-120,0.05455,0.01,0;-120,0.036135,0.01,0;-120,0.024159,0.01,0;-120,-0.037036,0.01,0;-120,0.03466,0.01,0;-120,-0.035187,0.01,0;-120,-0.0078878,0.01,0;-120,0.047887,0.01,0;-120,-0.015639,0.01,0;-120,0.0041506,0.01,0;-120,-0.055721,0.01,0;
-120,-0.043258,0.01,0;-120,-0.084757,0.01,0;-120,0.024885,0.01,0;-120,0.0049089,0.01,0;-120,-0.017996,0.01,0;-120,-0.038597,0.01,0;-120,0.02217,0.01,0;-120,-0.044555,0.01,0;-120,0.043635,0.01,0;-120,0.026029,0.01,0;-120,0.010903,0.01,0;-120,0.022886,0.01,0;-120,0.027029,0.01,0;
-120,0.0082648,0.01,0;-120,-0.05353,0.01,0;-120,0.0030268,0.01,0;-120,0.00022497,0.01,0;-120,0.064753,0.01,0;-120,0.0082419,0.01,0;-120,0.0049954,0.01,0;-120,-0.055484,0.01,0;-120,0.012409,0.01,0;-120,0.018222,0.01,0;-120,-0.0031486,0.01,0;-120,0.011957,0.01,0;-120,-0.021372,0.01,0;
-120,-0.051065,0.01,0;-120,-0.064459,0.01,0;-120,-0.0047797,0.01,0;-120,-0.048176,0.01,0;-120,-0.053906,0.01,0;-120,-0.016739,0.01,0;-120,-0.07307,0.01,0;-120,-0.035187,0.01,0;-120,0.054565,0.01,0;-120,-0.013004,0.01,0;-120,-0.035936,0.01,0;-120,0.011957,0.01,0;-120,0.0051703,0.01,0;
-120,-0.026084,0.01,0;-120,-0.044162,0.01,0;-120,0.071724,0.01,0;-120,-0.024756,0.01,0;-120,0.074121,0.01,0;-120,0.080062,0.01,0;-120,-0.063702,0.01,0;-120,-0.09764,0.01,0;-120,0.028022,0.01,0;-120,-0.025494,0.01,0;-120,-0.0078326,0.01,0;-120,0.038499,0.01,0;-120,0.008293,0.01,0;
-120,-0.024523,0.01,0;-120,-0.05353,0.01,0;-120,0.015517,0.01,0;-120,0.051748,0.01,0;-120,-0.060152,0.01,0;-120,-0.024546,0.01,0;-120,-0.077754,0.01,0;-120,-0.047678,0.01,0;-120,0.013971,0.01,0;-120,-0.014565,0.01,0;-120,0.010903,0.01,0;-120,-0.038005,0.01,0;-120,0.017661,0.01,0;
-120,-0.04482,0.01,0;-120,-0.059776,0.01,0;-120,0.095144,0.01,0;-120,-0.035685,0.01,0;-120,0.019475,0.01,0;-120,-0.0042485,0.01,0;-120,-0.059018,0.01,0;-120,-0.16009,0.01,0;-120,-0.023501,0.01,0;-120,0.0010478,0.01,0;-120,0.017148,0.01,0;-120,0.033816,0.01,0;-120,0.037958,0.01,0;
-120,0.05042,0.01,0;-120,-0.0082523,0.01,0;-120,-0.04069,0.01,0;-120,0.050187,0.01,0;-120,-0.047661,0.01,0;-120,-0.051088,0.01,0;-120,-0.076193,0.01,0;-120,0.0085294,0.01,0;-120,-0.056288,0.01,0;-120,0.054132,0.01,0;-120,0.063988,0.01,0;-120,-0.042689,0.01,0;-120,-0.0041975,0.01,0;
-120,0.0098261,0.01,0;-120,-0.016059,0.01,0;-120,0.03113,0.01,0;-120,-0.0091429,0.01,0;-120,0.0007395,0.01,0;-120,0.0066806,0.01,0;-120,-0.015302,0.01,0;-120,-0.067975,0.01,0;-120,0.098281,0.01,0;-120,0.0072931,0.01,0;-120,0.023394,0.01,0;-120,0.0088346,0.01,0;-120,0.084797,0.01,0;
-120,0.10819,0.01,0;-120,-0.0051297,0.01,0;-120,-0.021954,0.01,0;-120,0.033012,0.01,0;-120,0.042895,0.01,0;-120,-0.016739,0.01,0;-120,-0.077754,0.01,0;-120,-0.027381,0.01,0;-120,-8.1234e-05,0.01,0;-120,0.022906,0.01,0;-120,0.057742,0.01,0;-120,-0.019269,0.01,0;-120,-0.072895,0.01,0;
