-120,-0.038574,0.01,0;-120,-0.014498,0.01,0;-120,0.038937,0.01,0;-120,-0.059105,0.01,0;-120,0.047579,0.01,0;-120,0.041029,0.01,0;-120,-0.015302,0.01,0;-120,-0.049239,0.01,0;-120,-0.020378,0.01,0;-120,-0.019249,0.01,0;-120,0.048375,0.01,0;-120,0.060358,0.01,0;-120,0.08792,0.01,0;
-120,0.01451,0.01,0;-120,-0.016059,0.01,0;-120,-0.034445,0.01,0;-120,0.033012,0.01,0;-120,0.027282,0.01,0;-120,-0.024546,0.01,0;-120,-0.021547,0.01,0;-120,0.077227,0.01,0;-120,-0.076585,0.01,0;-120,0.02759,0.01,0;-120,0.049936,0.01,0;-120,0.057235,0.01,0;-120,-0.027617,0.01,0;
-120,-0.071362,0.01,0;-120,-0.039479,0.01,0;-120,-0.048496,0.01,0;-120,-0.070034,0.01,0;-120,0.014791,0.01,0;-120,0.003558,0.01,0;-120,0.028415,0.01,0;-120,-0.0023998,0.01,0;-120,0.028022,0.01,0;-120,0.011977,0.01,0;-120,0.074917,0.01,0;-120,0.061919,0.01,0;-120,0.066061,0.01,0;
-120,0.01451,0.01,0;-120,-0.072266,0.01,0;-120,-0.050058,0.01,0;-120,0.043942,0.01,0;-120,0.052263,0.01,0;-120,0.025416,0.01,0;-120,0.02217,0.01,0;-120,0.0054068,0.01,0;-120,-0.064095,0.01,0;-120,0.013538,0.01,0;-120,0.092091,0.01,0;-120,0.021325,0.01,0;-120,-0.069773,0.01,0;
-120,-0.0073483,0.01,0;-120,-0.051969,0.01,0;-120,-0.0094637,0.01,0;-120,-0.034124,0.01,0;-120,-0.041416,0.01,0;-120,-0.026107,0.01,0;-120,0.067448,0.01,0;-120,-0.016452,0.01,0;-120,0.006164,0.01,0;-120,-0.011443,0.01,0;-120,0.046813,0.01,0;-120,0.035377,0.01,0;-120,-0.0026362,0.01,0;
-120,0.048859,0.01,0;-120,-0.045724,0.01,0;-120,0.032692,0.01,0;-120,0.023645,0.01,0;-120,0.039772,0.01,0;-120,0.037907,0.01,0;-120,0.07057,0.01,0;-120,-0.027381,0.01,0;-120,-0.028185,0.01,0;-120,0.026029,0.01,0;-120,0.026516,0.01,0;-120,0.001028,0.01,0;-120,-0.016688,0.01,0;
-120,-0.018277,0.01,0;-120,-0.033233,0.01,0;-120,-0.037567,0.01,0;-120,0.022083,0.01,0;-120,-0.042977,0.01,0;-120,-0.022984,0.01,0;-120,-0.038721,0.01,0;-120,0.038194,0.01,0;-120,-0.026624,0.01,0;-120,0.011977,0.01,0;-120,0.017148,0.01,0;-120,0.030693,0.01,0;-120,-0.0026362,0.01,0;
-120,-0.019839,0.01,0;-120,-0.014498,0.01,0;-120,-0.012586,0.01,0;-120,-0.0091429,0.01,0;-120,0.022598,0.01,0;-120,0.050397,0.01,0;-120,0.048712,0.01,0;-120,0.0085294,0.01,0;-120,-0.0032039,0.01,0;-120,0.019784,0.01,0;-120,-0.07653,0.01,0;-120,-0.0067785,0.01,0;-120,-0.0026362,0.01,0;
-120,0.0004583,0.01,0;-120,-0.034795,0.01,0;-120,-0.081284,0.01,0;-120,0.076729,0.01,0;-120,-0.078887,0.01,0;-120,-0.05421,0.01,0;-120,-0.0043725,0.01,0;-120,0.095963,0.01,0;-120,0.015532,0.01,0;-120,0.046326,0.01,0;-120,-0.0031486,0.01,0;-120,-0.061424,0.01,0;-120,-0.036985,0.01,0;
-120,-0.033891,0.01,0;-120,0.046394,0.01,0;-120,0.093583,0.01,0;-120,-0.045053,0.01,0;-120,0.014791,0.01,0;-120,0.036346,0.01,0;-120,0.051835,0.01,0;-120,-0.036749,0.01,0;-120,-0.0094491,0.01,0;-120,0.021345,0.01,0;-120,-0.021884,0.01,0;-120,0.047867,0.01,0;-120,0.070745,0.01,0;
-120,0.011387,0.01,0;-120,-0.011375,0.01,0;-120,-0.023515,0.01,0;-120,0.031451,0.01,0;-120,-0.013312,0.01,0;-120,-0.038597,0.01,0;-120,-0.01374,0.01,0;-120,0.049123,0.01,0;-120,-0.07034,0.01,0;-120,0.041642,0.01,0;-120,0.043691,0.01,0;-120,-0.016146,0.01,0;-120,-0.038546,0.01,0;
-120,-0.029207,0.01,0;-120,0.046394,0.01,0;-120,0.0045881,0.01,0;-120,-0.040369,0.01,0;-120,0.01323,0.01,0;-120,-0.052649,0.01,0;-120,0.053396,0.01,0;-120,-0.066413,0.01,0;-120,0.06081,0.01,0;-120,0.024467,0.01,0;-120,-0.018762,0.01,0;-120,0.0025893,0.01,0;-120,0.066061,0.01,0;
-120,-0.005787,0.01,0;-120,0.047955,0.01,0;-120,-0.043812,0.01,0;-120,0.039258,0.01,0;-120,0.014791,0.01,0;-120,-0.066701,0.01,0;-120,-0.0028112,0.01,0;-120,0.058491,0.01,0;-120,-0.026624,0.01,0;-120,-0.023933,0.01,0;-120,-0.0031486,0.01,0;-120,-0.042689,0.01,0;-120,-0.016688,0.01,0;
-120,-0.065117,0.01,0;-120,-0.031672,0.01,0;-120,-0.04069,0.01,0;-120,-0.024756,0.01,0;-120,-0.05859,0.01,0;-120,-0.1151,0.01,0;-120,-0.0012499,0.01,0;-120,-0.0023998,0.01,0;-120,0.053003,0.01,0;-120,-0.048914,0.01,0;-120,0.0015353,0.01,0;-120,-0.033321,0.01,0;-120,0.10353,0.01,0;
-120,-0.010471,0.01,0;-120,0.022974,0.01,0;-120,-0.015709,0.01,0;-120,-0.023195,0.01,0;-120,-0.02268,0.01,0;-120,-0.019862,0.01,0;-120,-0.0012499,0.01,0;-120,-0.032065,0.01,0;-120,-0.048482,0.01,0;-120,0.011977,0.01,0;-120,0.015587,0.01,0;-120,-0.06767,0.01,0;-120,0.0020477,0.01,0;
-120,-0.046381,0.01,0;-120,-0.0035684,0.01,0;-120,-0.073477,0.01,0;-120,-0.004459,0.01,0;-120,-0.11324,0.01,0;-120,-0.051088,0.01,0;-120,-0.029353,0.01,0;-120,-0.013329,0.01,0;-120,0.043635,0.01,0;-120,0.0088544,0.01,0;-120,-0.018762,0.01,0;-120,-0.05674,0.01,0;-120,0.04108,0.01,0;
-120,0.025439,0.01,0;-120,-0.0035684,0.01,0;-120,0.020201,0.01,0;-120,0.039258,0.01,0;-120,0.13657,0.01,0;-120,0.012926,0.01,0;-120,-0.015302,0.01,0;-120,-0.060168,0.01,0;-120,0.0014801,0.01,0;-120,0.0010478,0.01,0;-120,-0.032814,0.01,0;-120,-0.034882,0.01,0;-120,0.02859,0.01,0;
-120,-0.0042256,0.01,0;-120,0.026096,0.01,0;-120,-0.037567,0.01,0;-120,0.015838,0.01,0;-120,-0.0055057,0.01,0;-120,-0.07763,0.01,0;-120,-0.032476,0.01,0;-120,0.041317,0.01,0;-120,-0.025062,0.01,0;-120,-0.011443,0.01,0;-120,-0.023446,0.01,0;-120,-0.025514,0.01,0;-120,-0.0073201,0.01,0;
-120,-0.030768,0.01,0;-120,0.052639,0.01,0;-120,0.051427,0.01,0;-120,0.0095928,0.01,0;-120,0.047579,0.01,0;-120,-0.030791,0.01,0;-120,-0.021547,0.01,0;-120,-0.030503,0.01,0;-120,0.0030414,0.01,0;-120,-0.028617,0.01,0;-120,-0.034375,0.01,0;-120,0.033816,0.01,0;-120,0.048887,0.01,0;
-120,0.011387,0.01,0;-120,0.012045,0.01,0;-120,-0.085968,0.01,0;-120,-0.018511,0.01,0;-120,-0.00082181,0.01,0;-120,-0.079191,0.01,0;-120,0.012802,0.01,0;-120,0.11314,0.01,0;-120,-0.05785,0.01,0;-120,0.013538,0.01,0;-120,0.015587,0.01,0;-120,-0.017708,0.01,0;-120,-0.035424,0.01,0;
-120,-0.047942,0.01,0;-120,0.099478,0.01,0;-120,0.010833,0.01,0;-120,-0.093454,0.01,0;-120,0.033527,0.01,0;-120,0.036346,0.01,0;-120,0.040905,0.01,0;-120,0.028826,0.01,0;-120,0.018654,0.01,0;-120,-0.0036361,0.01,0;-120,-0.0015873,0.01,0;-120,0.018202,0.01,0;-120,0.08792,0.01,0;
-120,0.081646,0.01,0;-120,0.040148,0.01,0;-120,-0.051619,0.01,0;-120,0.014277,0.01,0;-120,0.0023008,0.01,0;-120,-0.015178,0.01,0;-120,-0.071509,0.01,0;-120,0.091279,0.01,0;-120,-0.060972,0.01,0;-120,0.040081,0.01,0;-120,0.015587,0.01,0;-120,0.0025893,0.01,0;-120,-0.027617,0.01,0;
-120,0.0051422,0.01,0;-120,0.047955,0.01,0;-120,0.0030268,0.01,0;-120,-0.0013363,0.01,0;-120,0.0085461,0.01,0;-120,0.016048,0.01,0;-120,-0.043405,0.01,0;-120,0.00072286,0.01,0;-120,0.023338,0.01,0;-120,0.0041704,0.01,0;-120,-0.0015873,0.01,0;-120,0.065042,0.01,0;-120,0.061377,0.01,0;
-120,0.066033,0.01,0;-120,0.062007,0.01,0;-120,-0.046935,0.01,0;-120,0.014277,0.01,0;-120,0.056947,0.01,0;-120,0.045713,0.01,0;-120,0.0065567,0.01,0;-120,0.0038455,0.01,0;-120,-0.098444,0.01,0;-120,0.036958,0.01,0;-120,0.045252,0.01,0;-120,0.035377,0.01,0;-120,0.014538,0.01,0;
-120,-0.013593,0.01,0;-120,0.060445,0.01,0;-120,-0.036006,0.01,0;-120,-0.054421,0.01,0;-120,0.022598,0.01,0;-120,0.045713,0.01,0;-120,0.0018727,0.01,0;-120,0.030388,0.01,0;-120,0.028022,0.01,0;-120,0.088481,0.01,0;-120,0.12644,0.01,0;-120,0.16028,0.01,0;-120,0.14413,0.01,0;
-120,0.048859,0.01,0;-120,0.069813,0.01,0;-120,0.013956,0.01,0;-120,-0.016949,0.01,0;-120,0.15999,0.01,0;-120,0.15657,0.01,0;-120,0.042467,0.01,0;-120,0.028826,0.01,0;-120,0.029584,0.01,0;-120,0.13844,0.01,0;-120,0.12956,0.01,0;-120,0.17121,0.01,0;-120,0.15037,0.01,0;
-120,-0.030768,0.01,0;-120,0.027658,0.01,0;-120,-0.05318,0.01,0;-120,0.0017863,0.01,0;-120,0.028843,0.01,0;-120,0.095675,0.01,0;-120,0.045589,0.01,0;-120,0.091279,0.01,0;-120,0.065494,0.01,0;-120,0.094726,0.01,0;-120,0.11239,0.01,0;-120,0.18682,0.01,0;-120,0.15662,0.01,0;
-120,-0.033891,0.01,0;-120,-0.0035684,0.01,0;-120,0.07797,0.01,0;-120,-0.032563,0.01,0;-120,0.1475,0.01,0;-120,0.1675,0.01,0;-120,0.045589,0.01,0;-120,0.0054068,0.01,0;-120,0.032706,0.01,0;-120,0.088481,0.01,0;-120,0.037445,0.01,0;-120,0.21024,0.01,0;-120,0.16599,0.01,0;
-120,0.0067035,0.01,0;-120,-0.081634,0.01,0;-120,-0.018832,0.01,0;-120,0.034574,0.01,0;-120,0.03665,0.01,0;-120,0.059765,0.01,0;-120,-0.018424,0.01,0;-120,0.055369,0.01,0;-120,0.074862,0.01,0;-120,0.10097,0.01,0;-120,0.10927,0.01,0;-120,0.19463,0.01,0;-120,0.016099,0.01,0;
-120,-0.0214,0.01,0;-120,-0.070705,0.01,0;-120,0.068602,0.01,0;-120,-0.0091429,0.01,0;-120,0.11628,0.01,0;-120,0.08943,0.01,0;-120,-0.0012499,0.01,0;-120,-0.0070837,0.01,0;-120,0.11389,0.01,0;-120,0.047887,0.01,0;-120,0.082723,0.01,0;-120,0.16653,0.01,0;-120,0.15037,0.01,0;
-120,0.069156,0.01,0;-120,-0.044162,0.01,0;-120,-0.10314,0.01,0;-120,0.0064702,0.01,0;-120,0.03665,0.01,0;-120,0.012926,0.01,0;-120,-0.016863,0.01,0;-120,0.13187,0.01,0;-120,-0.0094491,0.01,0;-120,0.022906,0.01,0;-120,0.071794,0.01,0;-120,0.05099,0.01,0;-120,0.091042,0.01,0;
-120,-0.054188,0.01,0;-120,-0.042601,0.01,0;-120,0.065479,0.01,0;-120,-0.049737,0.01,0;-120,0.03665,0.01,0;-120,-0.0011259,0.01,0;-120,0.026854,0.01,0;-120,0.0022842,0.01,0;-120,0.0733,0.01,0;-120,0.10409,0.01,0;-120,0.065549,0.01,0;-120,0.18058,0.01,0;-120,0.19565,0.01,0;
-120,0.0098261,0.01,0;-120,-0.006691,0.01,0;-120,-0.014148,0.01,0;-120,0.012715,0.01,0;-120,0.022598,0.01,0;-120,-0.037036,0.01,0;-120,0.019047,0.01,0;-120,0.06942,0.01,0;-120,-0.035991,0.01,0;-120,0.049448,0.01,0;-120,0.088969,0.01,0;-120,0.068164,0.01,0;-120,0.045764,0.01,0;
-120,-0.083852,0.01,0;-120,-0.047285,0.01,0;-120,-0.075039,0.01,0;-120,-0.021633,0.01,0;-120,0.028843,0.01,0;-120,-0.024546,0.01,0;-120,0.05808,0.01,0;-120,0.04444,0.01,0;-120,0.057687,0.01,0;-120,0.02759,0.01,0;-120,0.062426,0.01,0;-120,0.0869,0.01,0;-120,0.14725,0.01,0;
-120,-0.010471,0.01,0;-120,-0.055092,0.01,0;-120,-0.0016571,0.01,0;-120,0.036135,0.01,0;-120,0.064753,0.01,0;-120,0.023855,0.01,0;-120,0.069009,0.01,0;-120,0.038194,0.01,0;-120,0.059249,0.01,0;-120,0.044764,0.01,0;-120,0.056181,0.01,0;-120,0.061919,0.01,0;-120,-0.04323,0.01,0;
-120,-0.032329,0.01,0;-120,0.01829,0.01,0;-120,-0.042251,0.01,0;-120,-0.018511,0.01,0;-120,-0.057029,0.01,0;-120,-0.0011259,0.01,0;-120,0.065886,0.01,0;-120,0.035072,0.01,0;-120,0.16854,0.01,0;-120,0.022906,0.01,0;-120,0.01871,0.01,0;-120,-0.069231,0.01,0;-120,-0.097876,0.01,0;
-120,-0.063555,0.01,0;-120,-0.014498,0.01,0;-120,0.034253,0.01,0;-120,0.0080315,0.01,0;-120,0.046018,0.01,0;-120,0.045713,0.01,0;-120,0.042467,0.01,0;-120,0.0022842,0.01,0;-120,0.0092866,0.01,0;-120,0.038519,0.01,0;-120,-0.06404,0.01,0;-120,-0.13949,0.01,0;-120,-0.23215,0.01,0;
-100,-0.060433,0.01,0;-90,-0.019182,0.01,0;-80,-0.10314,0.01,0;-70,0.023645,0.01,0;-60,-0.041416,0.01,0;-50,-0.071385,0.01,0;-40,-0.034037,0.01,0;-30,0.13031,0.01,0;-20,-0.018817,0.01,0;-10,-0.013004,0.01,0;0,-0.098389,0.01,0;10,-0.33153,0.01,0;20,-0.46635,0.01,0;
-100,-0.022961,0.01,1;-90,0.0089221,0.01,1;-80,0.038937,0.01,1;-70,-0.010704,0.01,1;-60,0.075682,0.01,1;-50,-0.04172,0.01,1;-40,0.017486,0.01,1;-30,-0.036749,0.01,1;-20,-0.031307,0.01,1;-10,-0.091069,0.01,1;0,-0.24827,0.01,1;10,-0.47829,0.01,1;20,-0.66775,0.01,1;
-100,-0.0073483,0.01,1;-90,0.016729,0.01,1;-80,-0.021954,0.01,1;-70,0.054871,0.01,1;-60,0.022598,0.01,1;-50,-0.091682,0.01,1;-40,-0.029353,0.01,1;-30,0.070982,0.01,1;-20,-0.089076,0.01,1;-10,-0.11137,0.01,1;0,-0.37162,0.01,1;10,-0.72498,0.01,1;20,-0.94879,0.01,1;
-100,-0.052626,0.01,1;-90,0.021413,0.01,1;-80,0.060795,0.01,1;-70,-0.031001,0.01,1;-60,0.0069848,0.01,1;-50,-0.0026872,0.01,1;-40,0.079938,0.01,1;-30,-0.060168,0.01,1;-20,-0.02194,0.01,1;-10,-0.27062,0.01,1;0,-0.56678,0.01,1;10,-0.9623,0.01,1;20,-1.208,0.01,1;
-100,0.041052,0.01,1;-90,-0.01762,0.01,1;-80,-0.0063411,0.01,1;-70,0.04238,0.01,1;-60,-0.013312,0.01,1;-50,-0.058894,0.01,1;-40,0.073693,0.01,1;-30,0.02102,0.01,1;-20,-0.19212,0.01,1;-10,-0.35181,0.01,1;0,-0.8244,0.01,1;10,-1.323,0.01,1;20,-1.6607,0.01,1;
-100,-0.051065,0.01,1;-90,-0.012936,0.01,1;-80,0.026446,0.01,1;-70,-0.013827,0.01,1;-60,-0.066397,0.01,1;-50,-0.069824,0.01,1;-40,0.09399,0.01,1;-30,-0.11794,0.01,1;-20,-0.1687,0.01,1;-10,-0.54853,0.01,1;0,-1.0883,0.01,1;10,-1.6196,0.01,1;20,-1.8746,0.01,1;
-100,0.0082648,0.01,1;-90,0.033903,0.01,1;-80,0.0077107,0.01,1;-70,0.050187,0.01,1;-60,0.010107,0.01,1;-50,-0.04172,0.01,1;-40,0.072132,0.01,1;-30,-0.036749,0.01,1;-20,-0.30922,0.01,1;-10,-0.71403,0.01,1;0,-1.3537,0.01,1;10,-2.0146,0.01,1;20,-2.3321,0.01,1;
-100,-0.005787,0.01,1;-90,0.035464,0.01,1;-80,-0.031322,0.01,1;-70,-0.035685,0.01,1;-60,-0.078887,0.01,1;-50,-0.043281,0.01,1;-40,0.003434,0.01,1;-30,-0.11169,0.01,1;-20,-0.32327,0.01,1;-10,-0.87172,0.01,1;0,-1.7362,0.01,1;10,-2.33,0.01,1;20,-2.6022,0.01,1;
-100,-0.001103,0.01,1;-90,-0.031672,0.01,1;-80,0.046743,0.01,1;-70,-0.0028976,0.01,1;-60,-0.007067,0.01,1;-50,0.01761,0.01,1;-40,-0.016863,0.01,1;-30,-0.18976,0.01,1;-20,-0.48565,0.01,1;-10,-1.0887,0.01,1;0,-2.0688,0.01,1;10,-2.7344,0.01,1;20,-2.9004,0.01,1;
-100,-0.037013,0.01,1;-90,0.0089221,0.01,1;-80,-0.025077,0.01,1;-70,0.014277,0.01,1;-60,-0.097623,0.01,1;-50,-0.0011259,0.01,1;-40,-0.016863,0.01,1;-30,-0.12887,0.01,1;-20,-0.59026,0.01,1;-10,-1.3651,0.01,1;0,-2.3982,0.01,1;10,-3.0966,0.01,1;20,-3.2158,0.01,1;
-100,-0.032329,0.01,1;-90,-0.0035684,0.01,1;-80,0.09046,0.01,1;-70,-0.079402,0.01,1;-60,0.0023008,0.01,1;-50,0.081623,0.01,1;-40,-0.041844,0.01,1;-30,-0.2366,0.01,1;-20,-0.63241,0.01,1;-10,-1.6852,0.01,1;0,-2.7604,0.01,1;10,-3.437,0.01,1;20,-3.4859,0.01,1;
-100,-0.0042256,0.01,1;-90,0.01829,0.01,1;-80,-0.011025,0.01,1;-70,-0.012265,0.01,1;-60,-0.024241,0.01,1;-50,0.012926,0.01,1;-40,-0.083999,0.01,1;-30,-0.16478,0.01,1;-20,-0.78386,0.01,1;-10,-1.9287,0.01,1;0,-3.0789,0.01,1;10,-3.7851,0.01,1;20,-3.7716,0.01,1;
-100,-0.022961,0.01,1;-90,-0.028549,0.01,1;-80,0.12481,0.01,1;-70,-0.043492,0.01,1;-60,0.03665,0.01,1;-50,0.041029,0.01,1;-40,-0.065264,0.01,1;-30,-0.35526,0.01,1;-20,-0.93687,0.01,1;-10,-2.2394,0.01,1;0,-3.4661,0.01,1;10,-4.0521,0.01,1;20,-3.9122,0.01,1;
-100,-0.040136,0.01,1;-90,0.0073608,0.01,1;-80,-0.081284,0.01,1;-70,0.048626,0.01,1;-60,0.0007395,0.01,1;-50,0.0301,0.01,1;-40,-0.14801,0.01,1;-30,-0.21162,0.01,1;-20,-1.1726,0.01,1;-10,-2.4533,0.01,1;0,-3.819,0.01,1;10,-4.3863,0.01,1;20,-4.1526,0.01,1;
-100,-0.099466,0.01,1;-90,-0.020743,0.01,1;-80,0.023324,0.01,1;-70,-0.004459,0.01,1;-60,-0.021119,0.01,1;-50,0.016048,0.01,1;-40,-0.15738,0.01,1;-30,-0.41615,0.01,1;-20,-1.2226,0.01,1;-10,-2.853,0.01,1;0,-4.2281,0.01,1;10,-4.6329,0.01,1;20,-4.2104,0.01,1;
-100,-0.013593,0.01,1;-90,-0.037917,0.01,1;-80,0.012395,0.01,1;-70,0.057993,0.01,1;-60,0.046018,0.01,1;-50,0.0019967,0.01,1;-40,-0.16206,0.01,1;-30,-0.41302,0.01,1;-20,-1.4412,0.01,1;-10,-3.1731,0.01,1;0,-4.4794,0.01,1;10,-4.9218,0.01,1;20,-4.3915,0.01,1;
-100,-0.027645,0.01,1;-90,-0.059776,0.01,1;-80,-0.012586,0.01,1;-70,-0.038808,0.01,1;-60,-0.0461,0.01,1;-50,-0.013616,0.01,1;-40,-0.13552,0.01,1;-30,-0.4786,0.01,1;-20,-1.5083,0.01,1;-10,-3.4416,0.01,1;0,-4.7573,0.01,1;10,-5.0498,0.01,1;20,-4.443,0.01,1;
-100,0.020755,0.01,1;-90,-0.045724,0.01,1;-80,0.026446,0.01,1;-70,0.026767,0.01,1;-60,0.031966,0.01,1;-50,0.044152,0.01,1;-40,-0.15426,0.01,1;-30,-0.527,0.01,1;-20,-1.7737,0.01,1;-10,-3.7711,0.01,1;0,-5.0196,0.01,1;10,-5.2169,0.01,1;20,-4.5991,0.01,1;
-100,-0.012032,0.01,1;-90,-0.051969,0.01,1;-80,-9.5822e-05,0.01,1;-70,0.040819,0.01,1;-60,-0.067958,0.01,1;-50,0.0082419,0.01,1;-40,-0.12772,0.01,1;-30,-0.54417,0.01,1;-20,-1.9064,0.01,1;-10,-4.0802,0.01,1;0,-5.3132,0.01,1;10,-5.3262,0.01,1;20,-4.6382,0.01,1;
-100,0.05042,0.01,1;-90,-0.087879,0.01,1;-80,0.073286,0.01,1;-70,-0.024756,0.01,1;-60,0.053824,0.01,1;-50,0.045713,0.01,1;-40,-0.14645,0.01,1;-30,-0.66752,0.01,1;-20,-2.1157,0.01,1;-10,-4.3706,0.01,1;0,-5.5614,0.01,1;10,-5.4917,0.01,1;20,-4.6663,0.01,1;
-100,0.0020196,0.01,1;-90,-0.072266,0.01,1;-80,-0.0079024,0.01,1;-70,-0.012265,0.01,1;-60,-0.060152,0.01,1;-50,-0.0042485,0.01,1;-40,-0.15738,0.01,1;-30,-0.66908,0.01,1;-20,-2.3639,0.01,1;-10,-4.6438,0.01,1;0,-5.7847,0.01,1;10,-5.5572,0.01,1;20,-4.6803,0.01,1;
-100,-0.040136,0.01,1;-90,-0.0082523,0.01,1;-80,0.073286,0.01,1;-70,0.023645,0.01,1;-60,0.058508,0.01,1;-50,0.033223,0.01,1;-40,-0.088683,0.01,1;-30,-0.85331,0.01,1;-20,-2.5107,0.01,1;-10,-4.9436,0.01,1;0,-6.0001,0.01,1;10,-5.6181,0.01,1;20,-4.6631,0.01,1;
-100,-0.04482,0.01,1;-90,-0.034795,0.01,1;-80,-0.043812,0.01,1;-70,0.12045,0.01,1;-60,0.02572,0.01,1;-50,0.0098032,0.01,1;-40,-0.15738,0.01,1;-30,-0.769,0.01,1;-20,-2.7979,0.01,1;-10,-5.1919,0.01,1;0,-6.1313,0.01,1;10,-5.6806,0.01,1;20,-4.7256,0.01,1;
-100,-0.058871,0.01,1;-90,-0.025427,0.01,1;-80,0.048305,0.01,1;-70,0.00022497,0.01,1;-60,0.039772,0.01,1;-50,0.041029,0.01,1;-40,-0.11054,0.01,1;-30,-0.96885,0.01,1;-20,-2.8963,0.01,1;-10,-5.4791,0.01,1;0,-6.2531,0.01,1;10,-5.7024,0.01,1;20,-4.5492,0.01,1;
-100,0.047298,0.01,1;-90,0.0026768,0.01,1;-80,-0.0766,0.01,1;-70,0.1142,0.01,1;-60,0.033527,0.01,1;-50,0.012926,0.01,1;-40,-0.17299,0.01,1;-30,-0.94855,0.01,1;-20,-3.1289,0.01,1;-10,-5.7336,0.01,1;0,-6.3514,0.01,1;10,-5.7212,0.01,1;20,-4.5258,0.01,1;
-100,-0.0073483,0.01,1;-90,0.035464,0.01,1;-80,-0.0047797,0.01,1;-70,0.022083,0.01,1;-60,-0.0039444,0.01,1;-50,0.0051193,0.01,1;-40,-0.19954,0.01,1;-30,-1.0969,0.01,1;-20,-3.271,0.01,1;-10,-5.9288,0.01,1;0,-6.4311,0.01,1;10,-5.6509,0.01,1;20,-4.4071,0.01,1;
-100,0.028562,0.01,1;-90,0.0026768,0.01,1;-80,0.0077107,0.01,1;-70,0.062677,0.01,1;-60,0.067876,0.01,1;-50,0.003558,0.01,1;-40,-0.20734,0.01,1;-30,-1.1546,0.01,1;-20,-3.5115,0.01,1;-10,-6.1099,0.01,1;0,-6.5138,0.01,1;10,-5.6837,0.01,1;20,-4.4727,0.01,1;
-100,-0.047942,0.01,1;-90,0.022974,0.01,1;-80,-0.034445,0.01,1;-70,0.10483,0.01,1;-60,-0.055468,0.01,1;-50,-0.035475,0.01,1;-40,-0.17612,0.01,1;-30,-1.1937,0.01,1;-20,-3.652,0.01,1;-10,-6.3144,0.01,1;0,-6.5716,0.01,1;10,-5.6587,0.01,1;20,-4.3899,0.01,1;
-100,-0.027645,0.01,1;-90,0.0011155,0.01,1;-80,0.029569,0.01,1;-70,0.020522,0.01,1;-60,0.055385,0.01,1;-50,0.003558,0.01,1;-40,-0.22296,0.01,1;-30,-1.2905,0.01,1;-20,-3.8815,0.01,1;-10,-6.4534,0.01,1;0,-6.6278,0.01,1;10,-5.6056,0.01,1;20,-4.3384,0.01,1;
-100,-0.047942,0.01,1;-90,-0.011375,0.01,1;-80,-0.11719,0.01,1;-70,0.00022497,0.01,1;-60,-0.08201,0.01,1;-50,-0.096366,0.01,1;-40,-0.23076,0.01,1;-30,-1.239,0.01,1;-20,-4.0626,0.01,1;-10,-6.5939,0.01,1;0,-6.6403,0.01,1;10,-5.5182,0.01,1;20,-4.2635,0.01,1;
-100,0.0082648,0.01,1;-90,-0.0098136,0.01,1;-80,-0.028199,0.01,1;-70,0.031451,0.01,1;-60,0.031966,0.01,1;-50,0.0051193,0.01,1;-40,-0.18548,0.01,1;-30,-1.3732,0.01,1;-20,-4.2547,0.01,1;-10,-6.7704,0.01,1;0,-6.6215,0.01,1;10,-5.3995,0.01,1;20,-4.1745,0.01,1;
-100,0.023878,0.01,1;-90,0.033903,0.01,1;-80,-0.1047,0.01,1;-70,0.036135,0.01,1;-60,-0.013312,0.01,1;-50,-0.10886,0.01,1;-40,-0.20734,0.01,1;-30,-1.4045,0.01,1;-20,-4.4342,0.01,1;-10,-6.8203,0.01,1;0,-6.595,0.01,1;10,-5.3777,0.01,1;20,-4.2369,0.01,1;
-100,0.042614,0.01,1;-90,0.069813,0.01,1;-80,-0.014148,0.01,1;-70,-0.010704,0.01,1;-60,0.050701,0.01,1;-50,-0.040159,0.01,1;-40,-0.23545,0.01,1;-30,-1.5918,0.01,1;-20,-4.5935,0.01,1;-10,-6.9374,0.01,1;0,-6.5669,0.01,1;10,-5.2497,0.01,1;20,-3.9824,0.01,1;
-100,0.039491,0.01,1;-90,0.01829,0.01,1;-80,-0.057864,0.01,1;-70,0.0080315,0.01,1;-60,0.031966,0.01,1;-50,-0.062017,0.01,1;-40,-0.29946,0.01,1;-30,-1.5372,0.01,1;-20,-4.8604,0.01,1;-10,-7.0686,0.01,1;0,-6.5794,0.01,1;10,-5.2075,0.01,1;20,-3.9012,0.01,1;
-100,-0.024523,0.01,1;-90,0.013606,0.01,1;-80,0.0045881,0.01,1;-70,-0.035685,0.01,1;-60,0.042895,0.01,1;-50,-0.11354,0.01,1;-40,-0.21359,0.01,1;-30,-1.6215,0.01,1;-20,-4.9135,0.01,1;-10,-7.1482,0.01,1;0,-6.5185,0.01,1;10,-5.0966,0.01,1;20,-3.7373,0.01,1;
-100,0.078524,0.01,1;-90,0.052639,0.01,1;-80,-9.5822e-05,0.01,1;-70,0.033012,0.01,1;-60,0.061631,0.01,1;-50,-0.097927,0.01,1;-40,-0.26667,0.01,1;-30,-1.559,0.01,1;-20,-5.2117,0.01,1;-10,-7.1716,0.01,1;0,-6.4779,0.01,1;10,-5.0639,0.01,1;20,-3.678,0.01,1;
